order_id,pharmacy_id,warehouse_id,order_date,payment_term,payment_method,discount_applied,order_status
O01219,PH0282,W007,2024-07-22,COD,Tiền mặt,0.0,Completed
O01220,PH0282,W007,2024-05-29,COD,Tiền mặt,0.1,Completed
O01221,PH0282,W001,08-08-2024,COD,Tiền mặt,0.0,Completed
O01222,PH0283,W011,04-12-2024,Net30,Chuyển khoản,0.15,Completed
O01223,PH0283,W009,2025-09-01,COD,Tiền mặt,0.0,Completed
O01224,PH0284,W008,2022-02-21,Net60,Chuyển khoản,0.0,
O01225,PH0284,W017,2025-01-27,Net30,Chuyển khoản,0.05,Completed
O01226,PH0284,W005,2022-11-07,COD,,0.1,Completed
O01227,PH0286,W011,2025-04-06,COD,Tiền mặt,0.0,Pending
O01228,PH0286,W001,2025-01-23,Net30,Chuyển khoản,0.0,Pending
O01229,PH0287,W019,2025-04-27,Net30,Chuyển khoản,,Completed
O01230,PH0288,W017,2025-03-27,Net60,Thẻ,0.1,
O01231,PH0288,W008,2025-05-14,COD,Tiền mặt,0.3,Completed
O01232,PH0289,W017,2020-06-06,COD,Tiền mặt,0.1,Completed
O01233,PH0289,W014,2023-06-14,,Chuyển khoản,0.0,Completed
O01234,PH0289,W015,05-14-2023,COD,Tiền mặt,0.0,Completed
O01235,PH0291,W024,2025-02-04,COD,Tiền mặt,0.2,Completed
O01236,PH0291,W011,2024-12-04,Net60,Thẻ,,Completed
O01237,PH0291,W023,2025-02-05,COD,Tiền mặt,0.0,
O01238,PH0291,W009,2025-10-06,COD,Tiền mặt,0.05,Returned
O01239,PH0291,W002,2024-08-30,COD,Tiền mặt,0.2,Completed
O01240,PH0292,W003,2023-10-05,Net30,Chuyển khoản,0.0,Completed
O01241,PH0292,W009,08-04-2025,Net30,Thẻ,0.1,Completed
O01242,PH0292,W010,2024-03-24,COD,Tiền mặt,0.05,Completed
O01243,PH0292,W016,2025-07-04,COD,,0.1,
O01244,PH0292,W011,2024-02-28,Net30,Chuyển khoản,0.0,Completed
O01245,PH0294,W010,2024-10-29,,Tiền mặt,0.2,Completed
O01246,PH0294,W020,08-29-2021,Net30,Chuyển khoản,0.05,Completed
O01247,PH0294,W013,2021-12-10,Net60,Chuyển khoản,0.0,Completed
O01248,PH0295,W024,2025-04-06,COD,Tiền mặt,0.1,Completed
O01249,PH0295,W011,2025-07-05,,Tiền mặt,0.15,Completed
O01250,PH0295,W005,10-08-2025,Net60,Chuyển khoản,0.15,Completed
O01251,PH0295,W012,2025-01-02,,Chuyển khoản,0.05,Completed
O01252,PH0295,W005,2025-05-21,COD,Tiền mặt,0.0,Pending
O01253,PH0295,W008,2025-12-10,,Chuyển khoản,0.0,
O01254,PH0295,W008,2025-02-12,Net60,,0.1,Completed
O01255,PH0296,W004,2023-05-08,Net30,Thẻ,0.05,Completed
O01256,PH0296,W025,2023-09-30,COD,Tiền mặt,0.15,Completed
O01257,PH0296,W022,2024-11-26,COD,Tiền mặt,0.3,Completed
O01258,PH0296,W005,2023-06-20,,Chuyển khoản,0.15,Completed
O01259,PH0296,W015,2025-11-17,COD,Tiền mặt,0.05,Completed
O01260,PH0296,W013,2023-04-23,COD,Tiền mặt,0.05,Completed
O01261,PH0296,W008,2023-09-10,Net60,Chuyển khoản,0.0,Pending
O01262,PH0296,W020,2024-03-24,COD,Tiền mặt,0.0,Pending
O01263,PH0296,W022,13/04/2024,Net60,Thẻ,0.1,Completed
O01264,PH0296,W006,2025-05-08,,Chuyển khoản,,Completed
O01265,PH0296,W022,2024-08-20,COD,Tiền mặt,0.0,Completed
O01266,PH0296,W024,2024-09-13,COD,Tiền mặt,0.15,Completed
O01267,PH0296,W020,2025-10-18,Net60,Chuyển khoản,0.0,
O01268,PH0297,W020,2023-07-04,COD,Tiền mặt,0.0,
O01269,PH0297,W012,04-22-2025,Net30,Chuyển khoản,0.05,Completed
O01270,PH0297,W014,2023-05-30,COD,Tiền mặt,0.05,Completed
O01271,PH0299,W023,2024-06-01,COD,Tiền mặt,0.0,Completed
O01272,PH0299,W025,2022-08-13,COD,Tiền mặt,0.1,Completed
O01273,PH0299,W019,2023-03-23,COD,Tiền mặt,0.1,Completed
O01274,PH0300,W019,2025-03-03,Net60,Thẻ,0.15,Completed
O01275,PH0300,W013,05-04-2024,COD,Tiền mặt,,Completed
O01276,PH0300,W010,12/06/2024,Net30,Chuyển khoản,0.0,Completed
O01277,PH0300,W025,2025-03-17,COD,Tiền mặt,0.0,Completed
O01278,PH0300,W009,2024-10-17,Net30,Chuyển khoản,0.2,Completed
O01279,PH0300,W001,2024-04-13,Net30,Chuyển khoản,0.0,Pending
O01280,PH0301,W009,2025-08-14,COD,Tiền mặt,0.15,Completed
O01281,PH0301,W025,2025-09-24,,Tiền mặt,0.0,Completed
O01282,PH0301,W007,23/12/2025,COD,Tiền mặt,0.0,Returned
O01283,PH0301,W019,2024-11-26,COD,Tiền mặt,0.0,Completed
O01284,PH0301,W017,2025-01-25,COD,Tiền mặt,0.0,Completed
O01285,PH0301,W015,2024-07-24,Net30,Chuyển khoản,0.0,Completed
O01286,PH0301,W003,22/12/2024,COD,Tiền mặt,0.0,Completed
O01287,PH0301,W021,2025-09-13,COD,Tiền mặt,0.0,Returned
O01288,PH0303,W018,08-12-2025,Net30,Chuyển khoản,0.0,Cancelled
O01289,PH0303,W020,2023-08-11,,Tiền mặt,0.0,Completed
O01290,PH0303,W021,21/02/2024,COD,Tiền mặt,0.05,Completed
O01291,PH0303,W009,2023-06-11,COD,Tiền mặt,0.0,Completed
O01292,PH0303,W017,2025-04-08,Net60,Thẻ,0.0,Completed
O01293,PH0303,W013,2023-06-19,Net30,Chuyển khoản,0.0,Pending
O01294,PH0303,W016,2023-09-30,COD,Tiền mặt,0.0,
O01295,PH0303,W009,08/10/2024,COD,Tiền mặt,0.0,Pending
O01296,PH0303,W019,2025-10-09,COD,,0.05,Completed
O01297,PH0303,W017,2025-09-18,COD,Tiền mặt,0.0,Completed
O01298,PH0304,W002,2025-10-09,,Chuyển khoản,0.1,Completed
O01299,PH0304,W009,2025-07-03,Net60,Thẻ,0.0,Completed
O01300,PH0304,W007,2024-05-09,COD,Tiền mặt,0.05,Completed
O01301,PH0304,W014,2023-09-21,Net30,Chuyển khoản,0.15,Completed
O01302,PH0305,W007,2025-01-17,Net30,Bitcoin,0.2,Completed
O01303,PH0305,W022,2025-08-28,COD,Tiền mặt,0.1,Completed
O01304,PH0305,W012,2025-09-25,COD,Tiền mặt,,Pending
O01305,PH0305,W023,10/02/2025,Net30,Thẻ,0.0,Completed
O01306,PH0305,W019,26/12/2023,COD,Tiền mặt,0.0,Completed
O01307,PH0305,W023,2025-10-30,Net30,Chuyển khoản,0.1,Completed
O01308,PH0305,W001,25/04/2024,COD,Tiền mặt,0.15,Completed
O01309,PH0305,W009,2025-04-15,Net30,Chuyển khoản,0.2,Completed
O01310,PH0307,W007,2024-03-09,COD,Tiền mặt,0.05,Completed
O01311,PH0307,W010,2023-04-21,COD,,0.1,Completed
O01312,PH0307,W020,16/01/2025,,Tiền mặt,0.0,Completed
O01313,PH0307,W007,27/03/2024,Net30,Chuyển khoản,0.05,Completed
O01314,PH0307,W023,2024-05-12,Net30,Thẻ,0.3,Completed
O01315,PH0307,W021,2025-02-09,Net30,Chuyển khoản,0.05,Completed
O01316,PH0307,W012,2025-11-08,COD,Tiền mặt,0.15,Completed
O01317,PH0307,W010,2025-03-23,COD,Tiền mặt,0.0,Completed
O01318,PH0308,W022,2025-04-01,Net30,Chuyển khoản,0.05,Completed
O01319,PH0308,W019,2024-07-17,Net30,Chuyển khoản,,Completed
O01320,PH0308,W001,2025-12-04,Net30,Chuyển khoản,0.3,Completed
O01321,PH0308,W006,2024-04-13,COD,Tiền mặt,0.05,Completed
O01322,PH0308,W025,2024-04-28,Net30,Chuyển khoản,0.05,Completed
O01323,PH0309,W004,06-27-2025,COD,Tiền mặt,0.0,Cancelled
O01324,PH0309,W020,2025-05-07,Net30,Chuyển khoản,0.0,Pending
O01325,PH0309,W012,2025-10-20,Net30,Chuyển khoản,0.05,Completed
O01326,PH0309,W001,22/10/2025,,Tiền mặt,0.1,Completed
O01327,PH0311,W005,2024-10-03,COD,Tiền mặt,0.1,Completed
O01328,PH0311,W016,2024-07-28,COD,Tiền mặt,,Pending
O01329,PH0312,W004,28/10/2025,COD,Tiền mặt,0.15,Completed
O01330,PH0312,W020,17/05/2025,Net30,Thẻ,0.0,Completed
O01331,PH0312,W004,28/06/2025,COD,Tiền mặt,0.15,Completed
O01332,PH0312,W006,18/02/2025,Net30,Thẻ,0.15,Completed
O01333,PH0314,W010,2024-04-08,COD,Tiền mặt,0.05,Completed
O01334,PH0314,W022,2023-12-28,COD,Tiền mặt,0.0,Completed
O01335,PH0314,W024,24/12/2025,COD,Tiền mặt,0.3,Completed
O01336,PH0314,W012,2025-09-22,COD,Tiền mặt,,Pending
O01337,PH0314,W022,2025-03-23,Net30,Chuyển khoản,0.1,Completed
O01338,PH0314,W013,2025-03-12,Net30,,0.05,Completed
O01339,PH0314,W019,2025-08-27,Net30,Thẻ,0.1,Completed
O01340,PH0314,W002,2024-10-15,Net30,Chuyển khoản,0.05,
O01341,PH0314,W005,2025-11-12,COD,Tiền mặt,0.0,Pending
O01342,PH0314,W001,04/11/2023,Net30,Chuyển khoản,0.05,Completed
O01343,PH0315,W016,2024-11-15,Net30,Thẻ,0.0,Returned
O01344,PH0315,W018,2025-11-10,,Tiền mặt,0.0,Completed
O01345,PH0316,W012,08/10/2025,COD,Tiền mặt,0.0,Pending
O01346,PH0316,W017,2025-10-11,Net60,Chuyển khoản,0.0,Completed
O01347,PH0316,W015,2025-10-25,Net30,Chuyển khoản,0.0,Completed
O01348,PH0316,W011,2025-08-14,Net30,Chuyển khoản,0.05,Completed
O01349,PH0316,W005,2025-12-14,COD,Tiền mặt,0.05,Completed
O01350,PH0316,W010,11-17-2025,COD,,0.0,Pending
O01351,PH0316,W002,2025-11-21,,Chuyển khoản,,Completed
O01352,PH0316,W013,2025-09-08,COD,Tiền mặt,0.15,Completed
O01353,PH0316,W005,2025-08-20,COD,Tiền mặt,0.05,Completed
O01354,PH0316,W003,05/10/2025,Net60,Thẻ,0.0,Pending
O01355,PH0316,W017,2025-12-08,,Tiền mặt,0.1,Completed
O01356,PH0317,W011,2024-01-31,COD,,0.1,Completed
O01357,PH0318,W008,2024-12-01,COD,Tiền mặt,0.0,Pending
O01358,PH0318,W011,2024-06-12,COD,Tiền mặt,0.3,
O01359,PH0318,W013,2024-04-04,Net60,,0.0,Cancelled
O01360,PH0318,W011,10/12/2024,COD,Tiền mặt,0.1,Completed
O01361,PH0319,W009,2025-09-15,Net30,Chuyển khoản,0.1,Completed
O01362,PH0320,W010,2025-06-06,Net60,Bitcoin,0.0,Completed
O01363,PH0320,W017,2025-05-12,Net30,Chuyển khoản,0.05,
O01364,PH0320,W025,08-08-2025,Net30,Chuyển khoản,0.15,Completed
O01365,PH0320,W011,2025-12-08,Net30,Chuyển khoản,0.0,Completed
O01366,PH0321,W013,2023-09-02,Net30,Chuyển khoản,0.0,Cancelled
O01367,PH0321,W021,09-05-2025,,Tiền mặt,0.0,Completed
O01368,PH0321,W020,13/01/2024,COD,Tiền mặt,0.0,Completed
O01369,PH0321,W004,27/09/2025,COD,Tiền mặt,,Completed
O01370,PH0321,W011,12/07/2023,Net60,Chuyển khoản,0.0,Completed
O01371,PH0321,W002,2024-11-16,COD,Tiền mặt,0.0,Completed
O01372,PH0321,W002,2024-10-19,COD,Tiền mặt,0.0,Completed
O01373,PH0321,W008,2024-12-28,Net30,Thẻ,0.05,Completed
O01374,PH0322,W024,07-10-2021,Net60,Chuyển khoản,,Completed
O01375,PH0322,W019,05-24-2023,,Thẻ,0.05,Completed
O01376,PH0323,W022,2025-10-08,Net30,Chuyển khoản,0.0,Completed
O01377,PH0323,W002,2025-09-22,Net30,,0.0,Completed
O01378,PH0323,W006,2025-12-05,Net60,Thẻ,0.1,Completed
O01379,PH0323,W016,2025-02-12,,,0.0,Returned
O01380,PH0323,W025,2024-12-16,Net30,Chuyển khoản,0.0,Pending
O01381,PH0323,W012,2024-12-09,COD,Tiền mặt,0.3,Completed
O01382,PH0323,W010,2025-06-12,Net30,Chuyển khoản,0.0,Pending
O01383,PH0323,W002,2025-07-18,,Tiền mặt,0.1,Returned
O01384,PH0323,W024,2025-05-23,Net30,,0.05,Returned
O01385,PH0323,W006,17/12/2025,Net30,Chuyển khoản,0.0,Pending
O01386,PH0324,W006,2021-12-05,,Thẻ,0.05,Completed
O01387,PH0324,W017,2022-04-14,COD,Tiền mặt,0.0,Completed
O01388,PH0324,W015,2024-06-09,Net30,Chuyển khoản,0.2,Completed
O01389,PH0324,W010,16/07/2025,COD,Tiền mặt,0.3,Completed
O01390,PH0324,W019,14/12/2021,COD,Tiền mặt,0.0,Pending
O01391,PH0324,W018,2023-04-15,COD,Tiền mặt,0.0,Completed
O01392,PH0324,W022,2025-09-26,COD,Tiền mặt,0.05,Completed
O01393,PH0324,W024,2024-05-03,COD,Tiền mặt,0.05,Completed
O01394,PH0325,W018,2023-05-09,COD,Tiền mặt,0.05,Completed
O01395,PH0325,W021,2021-12-02,Net60,,0.0,Completed
O01396,PH0325,W021,2023-11-04,Net30,Chuyển khoản,0.0,Completed
O01397,PH0325,W019,2023-11-24,COD,Tiền mặt,0.05,Completed
O01398,PH0325,W012,2025-03-11,Net60,Chuyển khoản,,Returned
O01399,PH0325,W002,16/12/2025,Net30,Chuyển khoản,0.0,Completed
O01400,PH0325,W024,2024-09-22,,Chuyển khoản,0.1,Completed
O01401,PH0325,W023,2022-04-25,COD,Tiền mặt,0.05,Completed
O01402,PH0325,W001,09-28-2023,COD,Tiền mặt,0.05,Completed
O01403,PH0325,W003,2023-03-22,Net30,Chuyển khoản,0.1,Completed
O01404,PH0325,W010,2022-12-23,Net60,Chuyển khoản,0.1,Completed
O01405,PH0325,W004,13/11/2021,Net30,Chuyển khoản,0.15,Completed
O01406,PH0325,W014,2023-05-28,Net60,Chuyển khoản,0.0,Pending
O01407,PH0325,W008,07/10/2021,Net30,Chuyển khoản,0.15,Completed
O01408,PH0325,W007,2022-05-24,COD,Tiền mặt,0.1,Completed
O01409,PH0325,W012,05-11-2025,Net30,Chuyển khoản,0.05,Completed
O01410,PH0325,W003,2025-03-17,Net30,Chuyển khoản,0.0,Completed
O01411,PH0325,W002,2024-03-18,COD,Tiền mặt,0.0,Completed
O01412,PH0325,W013,2025-01-28,COD,Tiền mặt,0.0,
O01413,PH0325,W003,2024-07-16,Net30,Chuyển khoản,0.0,
O01414,PH0325,W013,2024-06-24,COD,Tiền mặt,0.1,Completed
O01415,PH0325,W015,2025-03-29,COD,Tiền mặt,0.05,Completed
O01416,PH0325,W017,2023-07-08,Net30,Bitcoin,0.1,Completed
O01417,PH0325,W008,2024-11-17,COD,Tiền mặt,0.05,Completed
O01418,PH0326,W005,2022-11-12,COD,Tiền mặt,0.0,Pending
O01419,PH0327,W021,2025-05-18,COD,Tiền mặt,0.05,Completed
O01420,PH0327,W013,2024-03-26,COD,Tiền mặt,0.1,Completed
O01421,PH0327,W018,2024-10-16,Net30,Chuyển khoản,0.1,Completed
O01422,PH0327,W011,2025-02-23,Net30,Chuyển khoản,0.05,Completed
O01423,PH0327,W014,17/11/2023,COD,Tiền mặt,0.15,Completed
O01424,PH0327,W013,10-14-2023,COD,Tiền mặt,0.0,Completed
O01425,PH0327,W011,2024-11-25,Net30,Thẻ,0.1,Completed
O01426,PH0327,W005,2024-05-11,Net30,Chuyển khoản,0.1,Completed
O01427,PH0329,W008,2025-06-04,COD,Tiền mặt,0.0,Completed
O01428,PH0329,W008,17/10/2025,Net60,Chuyển khoản,0.1,Completed
O01429,PH0330,W016,2025-12-16,Net30,Chuyển khoản,0.05,Completed
O01430,PH0330,W010,2024-12-31,Net30,Chuyển khoản,0.1,Completed
O01431,PH0330,W014,2024-08-21,Net60,Chuyển khoản,0.0,Completed
O01432,PH0330,W013,2022-08-28,COD,Tiền mặt,0.15,Completed
O01433,PH0330,W021,17/01/2022,Net60,Chuyển khoản,0.0,Returned
O01434,PH0331,W019,2023-01-06,Net60,Chuyển khoản,0.0,Completed
O01435,PH0331,W025,06-10-2025,COD,Tiền mặt,0.0,Completed
O01436,PH0331,W008,2023-07-11,Net30,Chuyển khoản,0.1,Completed
O01437,PH0331,W009,2023-10-07,Net30,Chuyển khoản,0.0,Completed
O01438,PH0332,W001,2023-04-24,Net60,Chuyển khoản,0.15,Completed
O01439,PH0332,W020,25/12/2024,Net60,Thẻ,0.0,Completed
O01440,PH0332,W008,2022-02-19,COD,Tiền mặt,0.15,Completed
O01441,PH0332,W020,2022-05-29,Net30,Chuyển khoản,0.0,Completed
O01442,PH0332,W025,2022-05-12,COD,Bitcoin,0.1,Completed
O01443,PH0332,W024,24/01/2025,COD,Tiền mặt,0.0,Completed
O01444,PH0332,W018,2024-09-12,Net30,Chuyển khoản,0.0,Completed
O01445,PH0332,W018,2025-03-18,COD,Tiền mặt,0.0,Completed
O01446,PH0332,W017,05/06/2024,COD,Tiền mặt,0.3,Completed
O01447,PH0332,W002,2023-05-13,Net60,Thẻ,0.0,Cancelled
O01448,PH0332,W013,2021-11-01,COD,Tiền mặt,,Completed
O01449,PH0332,W023,2021-11-08,,Chuyển khoản,,Completed
O01450,PH0332,W012,2025-05-06,COD,Tiền mặt,0.15,Completed
O01451,PH0333,W024,2025-04-16,Net30,Chuyển khoản,0.05,Completed
O01452,PH0334,W001,2025-04-28,COD,Tiền mặt,0.0,Pending
O01453,PH0334,W007,2024-09-13,COD,Tiền mặt,0.0,Cancelled
O01454,PH0334,W022,2025-07-12,COD,Tiền mặt,0.0,Completed
O01455,PH0334,W008,12-16-2024,COD,Tiền mặt,0.0,Completed
O01456,PH0334,W024,31/05/2025,COD,Tiền mặt,0.1,Completed
O01457,PH0334,W003,2025-10-06,,Chuyển khoản,0.05,Completed
O01458,PH0334,W007,2025-04-02,COD,Tiền mặt,0.1,Completed
O01459,PH0334,W016,2024-05-30,COD,Tiền mặt,0.3,Completed
O01460,PH0334,W020,24/12/2023,COD,Tiền mặt,0.15,Completed
O01461,PH0334,W006,2024-09-17,Net60,,0.05,Completed
O01462,PH0334,W020,2023-09-04,Net30,Chuyển khoản,0.15,Completed
O01463,PH0334,W018,2023-11-12,COD,Tiền mặt,0.1,Completed
O01464,PH0334,W024,2025-06-27,COD,Tiền mặt,0.0,Pending
O01465,PH0334,W017,2025-05-11,COD,Tiền mặt,0.1,Completed
O01466,PH0335,W004,2024-01-13,COD,Tiền mặt,0.0,Completed
O01467,PH0336,W005,2025-05-24,Net60,,0.0,Completed
O01468,PH0336,W001,2025-10-01,COD,,0.0,Completed
O01469,PH0336,W020,2025-03-12,Net30,Chuyển khoản,0.05,Completed
O01470,PH0337,W024,2025-05-28,,Bitcoin,0.0,Completed
O01471,PH0337,W010,2025-06-11,Net30,Chuyển khoản,0.3,Completed
O01472,PH0338,W023,2023-07-22,COD,Tiền mặt,0.15,
O01473,PH0338,W013,2025-12-06,Net30,Chuyển khoản,0.2,Completed
O01474,PH0338,W018,2022-03-12,COD,Tiền mặt,0.0,Completed
O01475,PH0338,W022,2025-10-17,COD,Tiền mặt,0.0,Completed
O01476,PH0338,W003,20/11/2023,COD,Tiền mặt,0.1,Completed
O01477,PH0339,W013,2025-04-05,COD,Tiền mặt,0.1,Completed
O01478,PH0339,W016,2025-04-18,Net30,Chuyển khoản,0.0,
O01479,PH0339,W006,2025-07-31,Net30,Chuyển khoản,0.1,
O01480,PH0340,W004,02/05/2022,COD,Tiền mặt,0.0,Completed
O01481,PH0340,W015,2025-08-15,COD,Tiền mặt,0.1,Completed
O01482,PH0340,W004,2022-06-26,,,0.1,Completed
O01483,PH0342,W003,2023-04-28,Net30,Chuyển khoản,0.0,Pending
O01484,PH0342,W012,2023-11-02,COD,Tiền mặt,0.0,Completed
O01485,PH0342,W017,04-21-2023,Net60,Chuyển khoản,0.0,Completed
O01486,PH0344,W020,2023-01-08,Net30,Thẻ,0.1,Completed
O01487,PH0344,W003,2025-02-16,Net30,Thẻ,0.2,Completed
O01488,PH0344,W019,2025-09-20,Net30,Chuyển khoản,0.15,Completed
O01489,PH0344,W004,2025-07-23,COD,Tiền mặt,0.0,Returned
O01490,PH0345,W018,2023-12-12,Net60,Chuyển khoản,0.05,Completed
O01491,PH0346,W019,2025-08-08,COD,Tiền mặt,0.0,Completed
O01492,PH0346,W014,08-18-2025,Net30,Chuyển khoản,0.05,Completed
O01493,PH0346,W024,2024-01-28,Net30,Thẻ,,Completed
O01494,PH0346,W019,2024-04-15,COD,Tiền mặt,0.15,Completed
O01495,PH0346,W017,2025-12-19,COD,Tiền mặt,0.0,Completed
O01496,PH0346,W003,2023-12-20,Net30,Chuyển khoản,0.1,Completed
O01497,PH0346,W003,2023-12-19,Net30,Thẻ,,
O01498,PH0346,W017,2025-09-28,Net60,Chuyển khoản,0.0,Pending
O01499,PH0346,W008,2025-12-16,COD,Tiền mặt,0.0,Pending
O01500,PH0346,W014,26/01/2025,Net30,Chuyển khoản,0.0,Completed
O01501,PH0346,W007,2025-06-27,COD,Tiền mặt,0.0,Completed
O01502,PH0348,W011,2023-11-13,Net30,Thẻ,0.0,Completed
O01503,PH0349,W011,2024-10-21,Net60,Thẻ,0.2,Completed
O01504,PH0349,W005,12-08-2024,COD,Tiền mặt,0.3,Completed
O01505,PH0349,W007,2024-06-24,Net30,,0.05,Completed
O01506,PH0350,W011,2025-03-18,COD,Tiền mặt,,Completed
O01507,PH0350,W015,13/09/2024,Net30,Chuyển khoản,0.15,Completed
O01508,PH0350,W009,08-31-2022,Net30,Thẻ,0.0,Completed
O01509,PH0350,W024,2025-09-09,COD,,0.0,Completed
O01510,PH0350,W003,03/02/2025,Net60,Chuyển khoản,0.1,Completed
O01511,PH0350,W024,2024-10-13,COD,Tiền mặt,0.0,Completed
O01512,PH0351,W002,13/12/2024,COD,Tiền mặt,0.0,Completed
O01513,PH0351,W011,2025-05-10,Net30,Chuyển khoản,0.0,Completed
O01514,PH0351,W008,2024-05-28,Net30,Chuyển khoản,0.0,Completed
O01515,PH0351,W014,2025-03-08,COD,Tiền mặt,0.15,Completed
O01516,PH0351,W009,2025-02-12,COD,Tiền mặt,0.05,Completed
O01517,PH0351,W020,2025-09-12,Net30,,0.0,Completed
O01518,PH0351,W023,2025-09-03,Net30,Thẻ,,Completed
O01519,PH0351,W024,2025-05-08,Net30,Chuyển khoản,0.0,Completed
O01520,PH0351,W016,30/07/2024,Net30,Chuyển khoản,,Completed
O01521,PH0352,W016,2021-12-29,COD,Tiền mặt,0.15,Completed
O01522,PH0352,W006,03-28-2025,COD,Tiền mặt,0.0,Completed
O01523,PH0352,W019,2025-06-14,Net30,Chuyển khoản,0.2,Returned
O01524,PH0352,W005,2024-11-27,Net60,Chuyển khoản,0.15,Returned
O01525,PH0352,W024,2021-02-12,COD,Tiền mặt,,Cancelled
O01526,PH0352,W016,2022-08-18,COD,Tiền mặt,0.0,Completed
O01527,PH0352,W001,2022-12-08,Net60,Chuyển khoản,,Completed
O01528,PH0352,W012,2024-09-06,COD,Tiền mặt,0.0,Pending
O01529,PH0352,W013,2025-02-06,Net60,Chuyển khoản,0.0,Completed
O01530,PH0352,W015,2025-11-12,COD,Tiền mặt,0.0,Completed
O01531,PH0354,W024,2024-05-01,COD,Tiền mặt,0.15,Completed
O01532,PH0355,W009,06/10/2024,COD,Tiền mặt,0.1,Completed
O01533,PH0355,W024,2025-09-21,Net30,Thẻ,,Completed
O01534,PH0356,W021,2021-07-14,,Tiền mặt,0.0,Pending
O01535,PH0356,W013,10-31-2020,Net60,Chuyển khoản,0.15,Completed
O01536,PH0357,W016,2023-11-10,Net30,Chuyển khoản,0.0,Completed
O01537,PH0357,W003,2025-01-04,COD,Tiền mặt,,Completed
O01538,PH0357,W003,2023-12-17,COD,Tiền mặt,0.2,Returned
O01539,PH0357,W019,2023-12-16,COD,Tiền mặt,0.1,Completed
O01540,PH0357,W021,2023-01-28,Net30,Chuyển khoản,0.1,Completed
O01541,PH0357,W006,26/06/2023,Net30,Chuyển khoản,0.0,Cancelled
O01542,PH0357,W015,2023-06-18,Net30,Chuyển khoản,0.0,Completed
O01543,PH0357,W023,2024-10-28,Net30,Chuyển khoản,0.0,Completed
O01544,PH0358,W018,2025-07-18,COD,Tiền mặt,0.05,Returned
O01545,PH0358,W025,2025-04-01,Net30,Chuyển khoản,0.05,Completed
O01546,PH0358,W010,2025-12-02,Net30,Chuyển khoản,0.1,Completed
O01547,PH0359,W007,2025-05-05,Net30,Chuyển khoản,0.0,Completed
O01548,PH0359,W019,2025-01-06,COD,Tiền mặt,0.1,Completed
O01549,PH0359,W004,2023-07-13,COD,Tiền mặt,0.0,Pending
O01550,PH0359,W013,02-12-2023,COD,Tiền mặt,0.15,
O01551,PH0359,W007,2023-02-14,Net30,Chuyển khoản,0.0,Cancelled
O01552,PH0359,W003,2025-08-26,Net60,Chuyển khoản,0.0,Pending
O01553,PH0359,W022,21/12/2023,,Tiền mặt,0.0,Pending
O01554,PH0359,W004,23/04/2025,Net30,Thẻ,,
O01555,PH0360,W023,2024-08-07,COD,Tiền mặt,,Completed
O01556,PH0360,W004,02-04-2025,COD,Tiền mặt,0.0,Completed
O01557,PH0360,W020,2024-11-13,Net60,Chuyển khoản,0.0,Cancelled
O01558,PH0360,W021,2024-12-17,COD,Tiền mặt,0.0,Completed
O01559,PH0360,W014,2025-10-02,,Tiền mặt,0.1,Returned
O01560,PH0360,W024,2024-09-16,COD,Tiền mặt,0.05,Completed
O01561,PH0360,W023,2025-11-29,COD,Tiền mặt,0.0,Completed
O01562,PH0360,W009,2024-04-27,COD,Tiền mặt,0.1,Completed
O01563,PH0360,W009,2022-08-10,Net60,Chuyển khoản,0.05,Completed
O01564,PH0360,W003,2025-07-09,COD,Tiền mặt,0.0,Completed
O01565,PH0360,W002,2023-03-29,Net30,Chuyển khoản,0.0,Returned
O01566,PH0362,W013,2021-04-19,COD,Tiền mặt,0.0,
O01567,PH0362,W012,2021-08-04,COD,Tiền mặt,0.0,Completed
O01568,PH0362,W004,18/03/2021,COD,Tiền mặt,0.05,Completed
O01569,PH0362,W003,2022-08-21,COD,Tiền mặt,0.15,Completed
O01570,PH0362,W006,07-04-2020,COD,Tiền mặt,0.0,Completed
O01571,PH0363,W022,2025-01-13,Net30,,0.05,Completed
O01572,PH0363,W022,15/06/2025,,Chuyển khoản,0.05,Completed
O01573,PH0363,W005,11/07/2025,COD,Tiền mặt,0.1,Completed
O01574,PH0363,W024,2025-07-06,Net60,Chuyển khoản,0.0,Completed
O01575,PH0363,W013,2025-04-28,Net30,Bitcoin,0.0,Completed
O01576,PH0363,W005,2025-12-06,COD,Tiền mặt,0.1,Completed
O01577,PH0363,W002,2025-08-25,COD,Tiền mặt,0.0,Completed
O01578,PH0363,W006,2025-05-01,COD,,0.0,Completed
O01579,PH0363,W021,2025-08-15,COD,Tiền mặt,0.05,Completed
O01580,PH0364,W017,2025-01-30,Net60,Chuyển khoản,0.15,Completed
O01581,PH0364,W012,2023-12-02,Net60,Thẻ,0.05,Returned
O01582,PH0364,W022,2025-10-02,Net30,Thẻ,0.05,Completed
O01583,PH0364,W011,2025-12-27,Net30,Chuyển khoản,0.05,Completed
O01584,PH0364,W005,2022-01-27,COD,Tiền mặt,0.0,Completed
O01585,PH0364,W005,19/10/2025,Net60,Bitcoin,0.0,Pending
O01586,PH0364,W015,2022-10-31,Net30,Chuyển khoản,0.0,Cancelled
O01587,PH0364,W019,2022-11-14,COD,Tiền mặt,0.0,Completed
